"name","alpha","id","amount","type","date","origin","full","fy"
"Evert","Nicolas",7946,955,"Recurring Gift",2015-06-12,"small","Evert Nicolas","2015"
"Evert","Nicolas",7946,2291,"Stock",2018-10-15,"small","Evert Nicolas","2018"
"Maye","Jered",7947,4498,"Recurring Gift",2010-12-04,"small","Maye Jered","2010"
"Maye","Jered",7947,180,"Stock",2014-04-19,"small","Maye Jered","2014"
"Maye","Jered",7947,1395,"Recurring Gift",2017-06-04,"small","Maye Jered","2017"
"Maye","Jered",7947,1463,"Stock",2008-09-26,"small","Maye Jered","2008"
"Maye","Jered",7947,3309,"Recurring Gift",2015-03-31,"small","Maye Jered","2015"
"Maye","Jered",7947,3023,"Cash",2014-06-25,"small","Maye Jered","2014"
"Dortha","Pearle",7948,1013,"Cash",2011-06-26,"small","Dortha Pearle","2011"
"Dortha","Pearle",7948,2576,"Cash",2012-02-02,"small","Dortha Pearle","2012"
"Dortha","Pearle",7948,241,"Stock",2013-05-12,"small","Dortha Pearle","2013"
"Eddy","Eddy",7949,1814,"Cash",2012-12-17,"small","Eddy Eddy","2012"
"Eddy","Eddy",7949,2036,"Cash",2017-02-08,"small","Eddy Eddy","2017"
"Eddy","Eddy",7949,1182,"Recurring Gift",2017-06-21,"small","Eddy Eddy","2017"
"Cheryl","Bartholome",7950,5153,"Pledge",2017-07-23,"medium","Cheryl Bartholome","2017"
"Kaylen","Cristy",7951,3627,"Stock",2012-02-04,"small","Kaylen Cristy","2012"
"Cathleen","Kayla",7952,3668,"Recurring Gift",2011-09-15,"small","Cathleen Kayla","2011"
"Anjanette","Einar",7953,NA,NA,NA,NA,"Anjanette Einar",NA
"Carla","Jessie",7954,NA,NA,NA,NA,"Carla Jessie",NA
"Edrie","Janice",7955,3452,"Stock",2015-09-02,"small","Edrie Janice","2015"
"Edrie","Janice",7955,4663,"Cash",2011-11-17,"small","Edrie Janice","2011"
"Edrie","Janice",7955,2710,"Recurring Gift",2014-09-25,"small","Edrie Janice","2014"
"Edrie","Janice",7955,51386,"Pledge",2012-08-07,"medium","Edrie Janice","2012"
"Edrie","Janice",7955,2853,"Pledge",2013-06-19,"medium","Edrie Janice","2013"
"Lila","Gisselle",7956,39,"Cash",2009-11-05,"small","Lila Gisselle","2009"
"Lila","Gisselle",7956,2955,"Recurring Gift",2016-10-22,"small","Lila Gisselle","2016"
"Merrill","Hattie",7957,2163,"Cash",2015-11-20,"small","Merrill Hattie","2015"
"Merrill","Hattie",7957,4633,"Cash",2016-08-10,"small","Merrill Hattie","2016"
"Merrill","Hattie",7957,1942,"Stock",2018-08-26,"small","Merrill Hattie","2018"
"Lorna","Savana",7958,2893,"Cash",2014-02-07,"small","Lorna Savana","2014"
"Lorna","Savana",7958,4104,"Stock",2009-02-24,"small","Lorna Savana","2009"
"Lorna","Savana",7958,3961,"Stock",2009-03-11,"small","Lorna Savana","2009"
"Vaughn","Ola",7959,3595,"Cash",2015-10-29,"small","Vaughn Ola","2015"
"Vaughn","Ola",7959,86399,"Cash",2009-12-26,"medium","Vaughn Ola","2009"
"Collin","Carson",7960,NA,NA,NA,NA,"Collin Carson",NA
"Shelly","Elois",7961,566,"Recurring Gift",2012-03-17,"small","Shelly Elois","2012"
"Konnor","Hollie",7962,4951,"Cash",2017-01-16,"small","Konnor Hollie","2017"
"Konnor","Hollie",7962,33639,"Recurring Gift",2013-10-30,"medium","Konnor Hollie","2013"
"Eboni","Abram",7963,542,"Recurring Gift",2013-05-07,"small","Eboni Abram","2013"
"Eboni","Abram",7963,3263,"Stock",2008-07-30,"small","Eboni Abram","2008"
"Eboni","Abram",7963,1070,"Cash",2014-07-08,"small","Eboni Abram","2014"
"Hope","Marian",7964,628,"Cash",2015-04-04,"small","Hope Marian","2015"
"Hope","Marian",7964,3092,"Cash",2010-10-25,"small","Hope Marian","2010"
"Gigi","Eryn",7965,2698,"Recurring Gift",2008-11-10,"small","Gigi Eryn","2008"
"Gigi","Eryn",7965,4825,"Cash",2017-11-04,"small","Gigi Eryn","2017"
"Gigi","Eryn",7965,1332,"Recurring Gift",2015-05-03,"small","Gigi Eryn","2015"
"Gigi","Eryn",7965,16505,"Cash",2015-01-28,"medium","Gigi Eryn","2015"
"Hiram","Nelson",7966,2332,"Cash",2013-03-07,"small","Hiram Nelson","2013"
"Nell","Camden",7967,674,"Recurring Gift",2009-12-10,"small","Nell Camden","2009"
"Hilda","Mellissa",7968,499,"Recurring Gift",2010-09-21,"small","Hilda Mellissa","2010"
"Hilda","Mellissa",7968,2147,"Recurring Gift",2015-03-03,"small","Hilda Mellissa","2015"
"Hilda","Mellissa",7968,1186,"Stock",2018-04-08,"small","Hilda Mellissa","2018"
"Delmar","Amado",7969,45424,"Pledge",2014-05-02,"medium","Delmar Amado","2014"
"Marla","Hildur",7970,3172,"Recurring Gift",2009-10-19,"small","Marla Hildur","2009"
"Marla","Hildur",7970,4291,"Stock",2012-08-24,"small","Marla Hildur","2012"
"Marla","Hildur",7970,139,"Cash",2016-10-15,"small","Marla Hildur","2016"
"Marla","Hildur",7970,88427,"Stock",2009-06-10,"medium","Marla Hildur","2009"
"Zora","Jena",7971,1487,"Recurring Gift",2011-03-28,"small","Zora Jena","2011"
"Zora","Jena",7971,116,"Recurring Gift",2015-04-08,"small","Zora Jena","2015"
"U.S.","PuraQueen",7972,2967,"Cash",2010-10-23,"small","U.S. PuraQueen","2010"
"U.S.","PuraQueen",7972,1968,"Recurring Gift",2012-12-21,"small","U.S. PuraQueen","2012"
"U.S.","PuraQueen",7972,1303,"Stock",2013-09-04,"small","U.S. PuraQueen","2013"
"Carl","Micaela",7973,158,"Recurring Gift",2013-07-09,"small","Carl Micaela","2013"
"Auston","Blossom",7974,1437,"Stock",2010-11-02,"small","Auston Blossom","2010"
"Bridger","Elyse",7975,3963,"Cash",2016-04-27,"small","Bridger Elyse","2016"
"Bridger","Elyse",7975,1185,"Recurring Gift",2012-09-16,"small","Bridger Elyse","2012"
"Bridger","Elyse",7975,4891,"Recurring Gift",2014-03-31,"small","Bridger Elyse","2014"
"Vanessa","Jamison",7976,1599,"Recurring Gift",2017-03-25,"small","Vanessa Jamison","2017"
"Connie","Omar",7977,691,"Cash",2015-05-22,"small","Connie Omar","2015"
"Braydon","Lorna",7978,3337,"Cash",2014-03-24,"small","Braydon Lorna","2014"
"Braydon","Lorna",7978,19625,"Pledge",2008-07-23,"medium","Braydon Lorna","2008"
"Rosalee","Mathilda",7979,1766,"Recurring Gift",2013-12-11,"small","Rosalee Mathilda","2013"
"Rosalee","Mathilda",7979,8214,"Cash",2018-11-03,"medium","Rosalee Mathilda","2018"
"Isiah","Vonda",7980,NA,NA,NA,NA,"Isiah Vonda",NA
"Rhea","Fallon",7981,1082,"Recurring Gift",2008-11-03,"small","Rhea Fallon","2008"
"Keri","Velva",7982,1532,"Cash",2013-08-04,"small","Keri Velva","2013"
"Isai","Shelli",7983,1805,"Recurring Gift",2015-12-07,"small","Isai Shelli","2015"
"Isai","Shelli",7983,1442,"Recurring Gift",2016-02-05,"small","Isai Shelli","2016"
"Isai","Shelli",7983,4600,"Cash",2016-08-22,"small","Isai Shelli","2016"
"Isai","Shelli",7983,1214,"Recurring Gift",2011-09-13,"small","Isai Shelli","2011"
"Nicolle","Nichole",7984,1476,"Cash",2014-08-26,"small","Nicolle Nichole","2014"
"Nicolle","Nichole",7984,3231,"Stock",2011-08-12,"small","Nicolle Nichole","2011"
"Nicolle","Nichole",7984,2152,"Recurring Gift",2013-12-26,"small","Nicolle Nichole","2013"
"Ned","Maximino",7985,562,"Cash",2009-12-17,"small","Ned Maximino","2009"
"Ned","Maximino",7985,3481,"Recurring Gift",2018-12-29,"small","Ned Maximino","2018"
"Kaye","Debbi",7986,3831,"Stock",2011-12-09,"small","Kaye Debbi","2011"
"Dayton","Lukas",7987,3507,"Cash",2017-04-27,"small","Dayton Lukas","2017"
"Dayton","Lukas",7987,1772,"Cash",2010-11-16,"small","Dayton Lukas","2010"
"Dayton","Lukas",7987,4922,"Stock",2012-08-21,"small","Dayton Lukas","2012"
"Dayton","Lukas",7987,4740,"Cash",2018-07-31,"small","Dayton Lukas","2018"
"Dayton","Lukas",7987,3693,"Stock",2011-03-07,"small","Dayton Lukas","2011"
"Marianne","George",7988,4271,"Cash",2013-11-14,"small","Marianne George","2013"
"Marianne","George",7988,66049,"Recurring Gift",2016-04-11,"medium","Marianne George","2016"
"Jayce","Pura",7989,2976,"Cash",2018-06-08,"small","Jayce Pura","2018"
"Adan","Marlena",7990,NA,NA,NA,NA,"Adan Marlena",NA
"Lora","Rosario",7991,1254,"Stock",2014-08-05,"small","Lora Rosario","2014"
"Lora","Rosario",7991,44361,"Stock",2011-01-28,"medium","Lora Rosario","2011"
"Lora","Rosario",7991,48486,"Recurring Gift",2010-12-13,"medium","Lora Rosario","2010"
"Roderick","Rylie",7992,2013,"Cash",2014-09-19,"small","Roderick Rylie","2014"
"Roderick","Rylie",7992,2924,"Stock",2017-08-17,"small","Roderick Rylie","2017"
"Roderick","Rylie",7992,1125,"Recurring Gift",2010-02-23,"small","Roderick Rylie","2010"
"Roderick","Rylie",7992,3467,"Cash",2009-11-11,"small","Roderick Rylie","2009"
"Roderick","Rylie",7992,28954,"Recurring Gift",2009-08-28,"medium","Roderick Rylie","2009"
"Ritchie","Jerome",7993,2240,"Recurring Gift",2018-08-15,"small","Ritchie Jerome","2018"
"Ritchie","Jerome",7993,2113,"Cash",2018-09-06,"small","Ritchie Jerome","2018"
"Ritchie","Jerome",7993,78884,"Pledge",2015-07-27,"medium","Ritchie Jerome","2015"
"Ericka","Ivory",7994,1463,"Cash",2018-04-14,"small","Ericka Ivory","2018"
"Ericka","Ivory",7994,1290,"Recurring Gift",2016-05-07,"small","Ericka Ivory","2016"
"Selmer","Lenora",7995,NA,NA,NA,NA,"Selmer Lenora",NA
"5,000","Amanda",7996,2807,"Stock",2016-06-04,"small","5,000 Amanda","2016"
"Ronnie","Jevon",7997,3261,"Stock",2015-01-29,"small","Ronnie Jevon","2015"
"Ronnie","Jevon",7997,2413,"Stock",2014-12-19,"small","Ronnie Jevon","2014"
"Ronnie","Jevon",7997,2123,"Recurring Gift",2013-08-29,"small","Ronnie Jevon","2013"
"Ladonna","Jewel",7998,3123,"Stock",2011-08-10,"small","Ladonna Jewel","2011"
"Ladonna","Jewel",7998,419,"Recurring Gift",2018-01-23,"small","Ladonna Jewel","2018"
"Pamella","Jazlyn",7999,1785,"Stock",2009-08-29,"small","Pamella Jazlyn","2009"
"Pamella","Jazlyn",7999,473,"Recurring Gift",2014-09-04,"small","Pamella Jazlyn","2014"
"Pamella","Jazlyn",7999,42160,"Pledge",2014-05-22,"medium","Pamella Jazlyn","2014"
"Coleen","Erin",8000,2277,"Recurring Gift",2015-08-24,"small","Coleen Erin","2015"
"Coleen","Erin",8000,38,"Cash",2015-06-26,"small","Coleen Erin","2015"
"Deidre","Tess",8001,1642,"Stock",2011-12-07,"small","Deidre Tess","2011"
"Anastacio","Johnna",8002,3888,"Cash",2018-11-17,"small","Anastacio Johnna","2018"
"Anastacio","Johnna",8002,1864,"Stock",2010-03-19,"small","Anastacio Johnna","2010"
"Jannie","Odie",8003,4594,"Recurring Gift",2018-10-29,"small","Jannie Odie","2018"
"Bernardo","General",8004,4884,"Stock",2014-01-31,"small","Bernardo General","2014"
"Bernardo","General",8004,2284,"Cash",2011-10-30,"small","Bernardo General","2011"
"Bernardo","General",8004,4848,"Recurring Gift",2015-12-29,"small","Bernardo General","2015"
"Bernardo","General",8004,37437,"Cash",2012-09-15,"medium","Bernardo General","2012"
"Bernardo","General",8004,45524,"Stock",2017-09-13,"medium","Bernardo General","2017"
"Bernardo","General",8004,14079,"Recurring Gift",2018-11-14,"medium","Bernardo General","2018"
"Eliseo","Dale",8005,NA,NA,NA,NA,"Eliseo Dale",NA
"Whitley","Dario",8006,NA,NA,NA,NA,"Whitley Dario",NA
"Jarvis","Cale",8007,1845,"Stock",2013-03-18,"small","Jarvis Cale","2013"
"Ottie","Nikole",8008,2203,"Stock",2018-06-13,"small","Ottie Nikole","2018"
"Ottie","Nikole",8008,4673,"Cash",2013-01-09,"small","Ottie Nikole","2013"
"Ottie","Nikole",8008,3067,"Cash",2015-12-23,"small","Ottie Nikole","2015"
"Tiera","Randell",8009,680,"Stock",2017-10-01,"small","Tiera Randell","2017"
"Tiera","Randell",8009,4932,"Cash",2012-12-21,"small","Tiera Randell","2012"
"Tiera","Randell",8009,587,"Cash",2017-09-25,"small","Tiera Randell","2017"
"Tiera","Randell",8009,4801,"Stock",2009-03-19,"small","Tiera Randell","2009"
"Tiera","Randell",8009,1691,"Recurring Gift",2011-04-18,"small","Tiera Randell","2011"
"Tiera","Randell",8009,137,"Stock",2017-05-26,"small","Tiera Randell","2017"
"Tiera","Randell",8009,521,"Recurring Gift",2009-03-14,"small","Tiera Randell","2009"
"Tiera","Randell",8009,3818,"Cash",2008-10-14,"small","Tiera Randell","2008"
"Tiera","Randell",8009,1712,"Cash",2013-05-09,"small","Tiera Randell","2013"
"Tiera","Randell",8009,1164,"Cash",2009-12-23,"small","Tiera Randell","2009"
"Nicolette","Bonita",8010,3534,"Recurring Gift",2014-07-21,"small","Nicolette Bonita","2014"
"Nicolette","Bonita",8010,2158,"Recurring Gift",2012-02-06,"small","Nicolette Bonita","2012"
"Nicolette","Bonita",8010,1589,"Recurring Gift",2018-05-03,"small","Nicolette Bonita","2018"
"Nicolette","Bonita",8010,3368,"Recurring Gift",2009-06-24,"small","Nicolette Bonita","2009"
"Nicolette","Bonita",8010,4703,"Stock",2010-08-29,"small","Nicolette Bonita","2010"
"Nicolette","Bonita",8010,39135,"Stock",2015-10-27,"medium","Nicolette Bonita","2015"
"Faye","Margaretta",8011,2890,"Recurring Gift",2013-11-13,"small","Faye Margaretta","2013"
"Faye","Margaretta",8011,4394,"Stock",2014-04-06,"small","Faye Margaretta","2014"
"Faye","Margaretta",8011,557,"Cash",2010-07-19,"small","Faye Margaretta","2010"
"Faye","Margaretta",8011,2613,"Stock",2011-03-04,"small","Faye Margaretta","2011"
"Maryann","Richard",8012,2598,"Stock",2014-02-18,"small","Maryann Richard","2014"
"Maryann","Richard",8012,962,"Stock",2010-02-12,"small","Maryann Richard","2010"
"Maryann","Richard",8012,1287,"Stock",2012-07-19,"small","Maryann Richard","2012"
"Maryann","Richard",8012,581,"Cash",2010-11-17,"small","Maryann Richard","2010"
"Maryann","Richard",8012,2386,"Recurring Gift",2010-06-13,"small","Maryann Richard","2010"
"Dillon","Rowena",8013,1431,"Recurring Gift",2009-07-22,"small","Dillon Rowena","2009"
"Dillon","Rowena",8013,1817,"Stock",2017-03-15,"small","Dillon Rowena","2017"
"Ressie","Lazaro",8014,230,"Recurring Gift",2014-12-15,"small","Ressie Lazaro","2014"
"Ressie","Lazaro",8014,2709,"Stock",2015-02-22,"small","Ressie Lazaro","2015"
"Ressie","Lazaro",8014,1711,"Stock",2014-01-26,"small","Ressie Lazaro","2014"
"Joy","Demarco",8015,3202,"Recurring Gift",2012-01-26,"small","Joy Demarco","2012"
"Joy","Demarco",8015,4477,"Stock",2015-09-27,"small","Joy Demarco","2015"
"Joy","Demarco",8015,51500,"Pledge",2013-07-10,"medium","Joy Demarco","2013"
"Zoey","Dylan",8016,NA,NA,NA,NA,"Zoey Dylan",NA
"Ernestine","Tawanna",8017,NA,NA,NA,NA,"Ernestine Tawanna",NA
"Gerda","Viva",8018,2889,"Recurring Gift",2017-02-04,"small","Gerda Viva","2017"
"Gerda","Viva",8018,1115,"Recurring Gift",2015-11-23,"small","Gerda Viva","2015"
"Gerda","Viva",8018,2018,"Stock",2014-03-08,"small","Gerda Viva","2014"
"Gerda","Viva",8018,1045,"Stock",2009-05-06,"small","Gerda Viva","2009"
"Gerda","Viva",8018,1870,"Cash",2017-02-06,"small","Gerda Viva","2017"
"Latosha","Kelvin",8019,589,"Cash",2009-10-26,"small","Latosha Kelvin","2009"
"Latosha","Kelvin",8019,4874,"Cash",2016-09-01,"small","Latosha Kelvin","2016"
"Latosha","Kelvin",8019,3909,"Cash",2011-08-17,"small","Latosha Kelvin","2011"
"Greyson","Verna",8020,2032,"Cash",2017-12-29,"small","Greyson Verna","2017"
"Greyson","Verna",8020,2491,"Stock",2010-10-14,"small","Greyson Verna","2010"
"Greyson","Verna",8020,127,"Recurring Gift",2016-06-19,"small","Greyson Verna","2016"
"Estrella","Karren",8021,NA,NA,NA,NA,"Estrella Karren",NA
"Brandi","Almira",8022,1263,"Recurring Gift",2017-05-19,"small","Brandi Almira","2017"
"Brandi","Almira",8022,286,"Stock",2014-07-05,"small","Brandi Almira","2014"
"Brandi","Almira",8022,3285,"Recurring Gift",2014-08-25,"small","Brandi Almira","2014"
"Rosaura","Jami",8023,1026,"Recurring Gift",2008-12-03,"small","Rosaura Jami","2008"
"Tylor","Tianna",8024,2211,"Recurring Gift",2012-08-21,"small","Tylor Tianna","2012"
"Tylor","Tianna",8024,3678,"Recurring Gift",2013-04-26,"small","Tylor Tianna","2013"
"Tylor","Tianna",8024,843,"Cash",2015-11-20,"small","Tylor Tianna","2015"
"Pearle","Melba",8025,4212,"Stock",2015-08-07,"small","Pearle Melba","2015"
"Pearle","Melba",8025,3185,"Recurring Gift",2016-05-27,"small","Pearle Melba","2016"
"Pearle","Melba",8025,2091,"Stock",2018-02-14,"small","Pearle Melba","2018"
"Pearle","Melba",8025,2635,"Recurring Gift",2018-06-07,"small","Pearle Melba","2018"
"Pearle","Melba",8025,2343,"Stock",2009-01-20,"small","Pearle Melba","2009"
"Pearle","Melba",8025,83901,"Stock",2009-03-25,"medium","Pearle Melba","2009"
"Phoenix","Jasmyn",8026,3529,"Recurring Gift",2016-03-25,"small","Phoenix Jasmyn","2016"
"Phoenix","Jasmyn",8026,2132,"Stock",2010-01-28,"small","Phoenix Jasmyn","2010"
"Phoenix","Jasmyn",8026,861,"Stock",2013-07-20,"small","Phoenix Jasmyn","2013"
"Lida","Linette",8027,2355,"Recurring Gift",2010-11-27,"small","Lida Linette","2010"
"Lida","Linette",8027,4267,"Recurring Gift",2016-06-30,"small","Lida Linette","2016"
"Delpha","Blaise",8028,3668,"Recurring Gift",2011-11-09,"small","Delpha Blaise","2011"
"Rosann","Stacy",8029,2766,"Cash",2015-05-13,"small","Rosann Stacy","2015"
"Rosann","Stacy",8029,1473,"Stock",2015-05-02,"small","Rosann Stacy","2015"
"Rosann","Stacy",8029,1492,"Stock",2016-08-07,"small","Rosann Stacy","2016"
"Rosann","Stacy",8029,42916,"Recurring Gift",2011-10-06,"medium","Rosann Stacy","2011"
"Ethelyn","Shanika",8030,132,"Stock",2016-05-18,"small","Ethelyn Shanika","2016"
"Ethelyn","Shanika",8030,2682,"Stock",2009-12-30,"small","Ethelyn Shanika","2009"
"Ethelyn","Shanika",8030,3144,"Cash",2016-10-04,"small","Ethelyn Shanika","2016"
"Charleen","Suzy",8031,3794,"Stock",2012-08-29,"small","Charleen Suzy","2012"
"Charleen","Suzy",8031,13939,"Stock",2011-07-09,"medium","Charleen Suzy","2011"
"Natividad","Laura",8032,1982,"Recurring Gift",2017-07-07,"small","Natividad Laura","2017"
"Natividad","Laura",8032,1314,"Cash",2013-07-15,"small","Natividad Laura","2013"
"Marcelina","Gil",8033,3406,"Cash",2015-09-13,"small","Marcelina Gil","2015"
"Lindsay","Damon",8034,2606,"Cash",2010-11-03,"small","Lindsay Damon","2010"
"Lindsay","Damon",8034,2535,"Cash",2018-09-01,"small","Lindsay Damon","2018"
"Lindsay","Damon",8034,3576,"Stock",2014-02-17,"small","Lindsay Damon","2014"
"Lindsay","Damon",8034,391,"Cash",2014-02-11,"small","Lindsay Damon","2014"
"Lindsay","Damon",8034,17097,"Cash",2014-08-08,"medium","Lindsay Damon","2014"
"Webster","Lilly",8035,3586,"Stock",2013-02-12,"small","Webster Lilly","2013"
"Webster","Lilly",8035,1181,"Recurring Gift",2017-02-10,"small","Webster Lilly","2017"
"Webster","Lilly",8035,456,"Stock",2009-11-05,"small","Webster Lilly","2009"
"Webster","Lilly",8035,3808,"Stock",2010-07-12,"small","Webster Lilly","2010"
"Eugenia","Eric",8036,810,"Cash",2015-07-31,"small","Eugenia Eric","2015"
"Elvera","Dalton",8037,1377,"Cash",2014-07-04,"small","Elvera Dalton","2014"
"Mark","Orlo",8038,1289,"Cash",2012-09-27,"small","Mark Orlo","2012"
"Karon","Luana",8039,3124,"Recurring Gift",2013-09-01,"small","Karon Luana","2013"
"Minnie","Susanne",8040,1379,"Stock",2010-07-27,"small","Minnie Susanne","2010"
"Minnie","Susanne",8040,777,"Stock",2018-05-19,"small","Minnie Susanne","2018"
"Minnie","Susanne",8040,3394,"Recurring Gift",2009-06-18,"small","Minnie Susanne","2009"
"Kalie","Austyn",8041,3646,"Recurring Gift",2015-11-28,"small","Kalie Austyn","2015"
"Kalie","Austyn",8041,32179,"Pledge",2010-12-19,"medium","Kalie Austyn","2010"
"Earle","Loren",8042,3323,"Cash",2017-12-19,"small","Earle Loren","2017"
"Earle","Loren",8042,3637,"Recurring Gift",2012-03-04,"small","Earle Loren","2012"
"Earle","Loren",8042,26103,"Cash",2016-08-31,"medium","Earle Loren","2016"
"Marjorie","Dorothy",8043,3912,"Recurring Gift",2016-05-11,"small","Marjorie Dorothy","2016"
"Anselmo","Leann",8044,4559,"Cash",2009-10-22,"small","Anselmo Leann","2009"
"Anselmo","Leann",8044,3863,"Stock",2015-10-25,"small","Anselmo Leann","2015"
"Octavio","Santa",8045,2846,"Recurring Gift",2012-11-24,"small","Octavio Santa","2012"
"Octavio","Santa",8045,198,"Stock",2012-09-02,"small","Octavio Santa","2012"
"Octavio","Santa",8045,2124,"Stock",2010-06-17,"small","Octavio Santa","2010"
"Octavio","Santa",8045,3846,"Recurring Gift",2018-06-10,"small","Octavio Santa","2018"
"Octavio","Santa",8045,47710,"Cash",2010-07-27,"medium","Octavio Santa","2010"
"Santa","Rich",8046,2327,"Cash",2018-08-31,"small","Santa Rich","2018"
"Santa","Rich",8046,4385,"Recurring Gift",2014-07-03,"small","Santa Rich","2014"
"Santa","Rich",8046,2649,"Recurring Gift",2017-03-10,"small","Santa Rich","2017"
"Santa","Rich",8046,1075,"Cash",2013-03-05,"small","Santa Rich","2013"
"Santa","Rich",8046,4229,"Stock",2009-04-28,"small","Santa Rich","2009"
"Santa","Rich",8046,2965,"Stock",2016-11-09,"small","Santa Rich","2016"
"Lucile","Raina",8047,4473,"Cash",2013-09-08,"small","Lucile Raina","2013"
"Lucile","Raina",8047,3823,"Recurring Gift",2011-10-12,"small","Lucile Raina","2011"
"Waylon","Garold",8048,1986,"Recurring Gift",2014-10-23,"small","Waylon Garold","2014"
"Waylon","Garold",8048,1418,"Recurring Gift",2015-01-28,"small","Waylon Garold","2015"
"Waylon","Garold",8048,26370,"Cash",2017-04-07,"medium","Waylon Garold","2017"
"Verna","Arman",8049,4034,"Recurring Gift",2017-01-30,"small","Verna Arman","2017"
"Katia","Johnie",8050,3544,"Recurring Gift",2010-10-25,"small","Katia Johnie","2010"
"Katia","Johnie",8050,533,"Cash",2011-08-01,"small","Katia Johnie","2011"
"Katia","Johnie",8050,4724,"Stock",2009-10-09,"small","Katia Johnie","2009"
"Katia","Johnie",8050,1820,"Cash",2008-08-17,"small","Katia Johnie","2008"
"Nannette","Lisa",8051,2140,"Stock",2018-10-05,"small","Nannette Lisa","2018"
"Nannette","Lisa",8051,4849,"Stock",2017-01-30,"small","Nannette Lisa","2017"
"Nannette","Lisa",8051,13552,"Recurring Gift",2015-04-18,"medium","Nannette Lisa","2015"
"Nannette","Lisa",8051,87049,"Stock",2012-03-20,"medium","Nannette Lisa","2012"
"Danny","Donato",8052,1119,"Recurring Gift",2015-05-10,"small","Danny Donato","2015"
"Danny","Donato",8052,1079,"Stock",2013-01-15,"small","Danny Donato","2013"
"Danny","Donato",8052,2214,"Cash",2017-07-29,"small","Danny Donato","2017"
"Grayson","Roxanne",8053,2586,"Cash",2009-06-15,"small","Grayson Roxanne","2009"
"Grayson","Roxanne",8053,2709,"Recurring Gift",2012-05-25,"small","Grayson Roxanne","2012"
"Grayson","Roxanne",8053,73757,"Pledge",2012-10-02,"medium","Grayson Roxanne","2012"
"Lyndsey","Joshuah",8054,2959,"Cash",2012-10-20,"small","Lyndsey Joshuah","2012"
"Lyndsey","Joshuah",8054,35402,"Stock",2008-07-03,"medium","Lyndsey Joshuah","2008"
"Alexandrer","Lorenzo",8055,4215,"Stock",2011-01-06,"small","Alexandrer Lorenzo","2011"
"Alexandrer","Lorenzo",8055,1927,"Recurring Gift",2018-08-08,"small","Alexandrer Lorenzo","2018"
"Alexandrer","Lorenzo",8055,3810,"Cash",2008-10-26,"small","Alexandrer Lorenzo","2008"
"Quincy","Kelsie",8056,47127,"Stock",2008-09-07,"medium","Quincy Kelsie","2008"
"Douglass","Lincoln",8057,662,"Recurring Gift",2014-01-17,"small","Douglass Lincoln","2014"
"Douglass","Lincoln",8057,1958,"Recurring Gift",2010-05-23,"small","Douglass Lincoln","2010"
"Douglass","Lincoln",8057,16,"Stock",2014-05-05,"small","Douglass Lincoln","2014"
"Laddie","Shasta",8058,2089,"Stock",2011-11-25,"small","Laddie Shasta","2011"
"Laddie","Shasta",8058,920,"Recurring Gift",2018-12-28,"small","Laddie Shasta","2018"
"Laddie","Shasta",8058,97301,"Cash",2016-08-10,"medium","Laddie Shasta","2016"
"Tressa","Arlo",8059,4660,"Cash",2016-12-29,"small","Tressa Arlo","2016"
"Tressa","Arlo",8059,575,"Stock",2015-08-14,"small","Tressa Arlo","2015"
"Tressa","Arlo",8059,3960,"Stock",2013-09-25,"small","Tressa Arlo","2013"
"Tressa","Arlo",8059,3628,"Stock",2009-06-21,"small","Tressa Arlo","2009"
"Tressa","Arlo",8059,76397,"Cash",2011-07-08,"medium","Tressa Arlo","2011"
"Rebecca","Mark",8060,2548,"Cash",2012-01-31,"small","Rebecca Mark","2012"
"Rebecca","Mark",8060,93390,"Pledge",2011-04-21,"medium","Rebecca Mark","2011"
"Rebecca","Mark",8060,51890,"Cash",2015-01-21,"medium","Rebecca Mark","2015"
"Kristy","Veronica",8061,988,"Stock",2017-05-24,"small","Kristy Veronica","2017"
"Suzan","Lincoln",8062,3544,"Recurring Gift",2011-05-16,"small","Suzan Lincoln","2011"
"Misael","Leatrice",8063,NA,NA,NA,NA,"Misael Leatrice",NA
"Nico","Chanelle",8064,1608,"Cash",2012-12-19,"small","Nico Chanelle","2012"
"Jarrell","Cristopher",8065,1043,"Cash",2009-02-14,"small","Jarrell Cristopher","2009"
"Jarrell","Cristopher",8065,2190,"Cash",2016-01-24,"small","Jarrell Cristopher","2016"
"Jarrell","Cristopher",8065,11993,"Cash",2012-07-02,"medium","Jarrell Cristopher","2012"
"Stephenie","Rossie",8066,4659,"Cash",2017-03-29,"small","Stephenie Rossie","2017"
"Rozella","Maudie",8067,NA,NA,NA,NA,"Rozella Maudie",NA
"Polly","Davina",8068,77462,"Cash",2016-10-27,"medium","Polly Davina","2016"
"Darin","Alessandro",8069,1586,"Cash",2012-07-10,"small","Darin Alessandro","2012"
"Darin","Alessandro",8069,1049,"Recurring Gift",2010-08-19,"small","Darin Alessandro","2010"
"Darin","Alessandro",8069,80456,"Pledge",2011-12-23,"medium","Darin Alessandro","2011"
"Darin","Alessandro",8069,33197,"Recurring Gift",2011-10-04,"medium","Darin Alessandro","2011"
"Meta","Obie",8070,25061,"Cash",2011-11-18,"medium","Meta Obie","2011"
"Deborah","Milburn",8071,3794,"Recurring Gift",2008-08-30,"small","Deborah Milburn","2008"
"Deborah","Milburn",8071,2271,"Stock",2015-01-03,"small","Deborah Milburn","2015"
